registration_no,category,name,email,telephone,address,validity,exchange_name,trade_name
INZ000292027,Registered Stock Brokers (Equity Segment),A. N. SECURITIES,abhishek1993jain@gmail.com,919910156233,"A-16,SURAJMAL VIHAR,","Jan 18, 2011 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A. N. SECURITIES
INZ000212336,Registered Stock Brokers (Equity Segment),A.A.DOSHI SHARE & STOCK BROKERS LIMITED,info@aadoshi.in,9102222721086,"R-711, ROTUNDA BUILDING BOMBAY SAMACHAR MARG,  FORT","Oct 12, 1994 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),A.A.DOSHI SHARE & STOCK BROKERS LIMITED
INB260639639,Registered Stock Brokers (Equity Segment),A.A.DOSHI SHARE & STOCK BROKERS LIMITED,,,,"Dec 10, 2012 - Perpetual",METROPOLITAN STOCK EXCHANGE,A.A.DOSHI SHARE & STOCK BROKERS LIMITED
INZ000169733,Registered Stock Brokers (Equity Segment),A.G. SHARES & SECURITIES LTD.,compliance@agssl.in,007976568943,"SHOP NO 1, FIRST FLOOR 20/4,SHOP NO 1 MARUTI TOWER, SANJAY PLACE","Nov 22, 1995 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),A.G. SHARES & SECURITIES LTD.
INB261269535,Registered Stock Brokers (Equity Segment),A.K. STOCKMART PRIVATE LIMITED,,,,"Apr 09, 2013 - Perpetual",METROPOLITAN STOCK EXCHANGE,A.K. STOCKMART PRIVATE LIMITED
INZ000194330,Registered Stock Brokers (Equity Segment),A.P.T. RESEARCH PRIVATE LIMITED,accounts@aptportfolio.com,0919990214232,"UNIT NO. 303A, 303B, 304A & 304B THRID FLOOR TOWER A, WTC, GIFT CITY,BLOCK NO. -51,  ROAD-5E, ZONE -5, GIFT CITY","Jun 18, 2010 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),A.P.T. RESEARCH PRIVATE LIMITED
INB010993337,Registered Stock Brokers (Equity Segment),AARAYAA FINSTOCK PVT LTD,,,,"Jan 13, 1998 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARAYAA FINSTOCK PVT LTD
INZ000317632,Registered Stock Brokers (Equity Segment),AARITYA BROKING PRIVATE LIMITED,vaibhav@aaritya.com,000809833611421,"3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","Apr 30, 2024 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARITYA BROKING PRIVATE LIMITED
INZ000291038,Registered Stock Brokers (Equity Segment),AARNIK SECURITIES PVT. LTD.,aarniksec@yahoo.co.in,9102222088750,"509,DALAMAL CHAMBERS 29,NEW MARINE LINES","Jun 27, 2000 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AARNIK SECURITIES PVT. LTD.
INB011457539,Registered Stock Brokers (Equity Segment),AARUSH EQUITIES PRIVATE LIMITED,,,,"May 29, 2012 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARUSH EQUITIES PRIVATE LIMITED
INB011413334,Registered Stock Brokers (Equity Segment),AARYA EQUITY (INDIA) PRIVATE LIMITED,,,,"Dec 09, 2010 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARYA EQUITY (INDIA) PRIVATE LIMITED
INB231413338,Registered Stock Brokers (Equity Segment),AARYA EQUITY (INDIA) PRIVATE LIMITED,,,,"Oct 05, 2010 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AARYA EQUITY (INDIA) PRIVATE LIMITED
INZ000318434,Registered Stock Brokers (Equity Segment),AASHVIK SECURITIES PRIVATE LIMITED,prashantbisht@aashvikcapital.com,0919769793599,"111, ADITYA HERITAGE, FIRST FLOOR, MINDSPACE, BEHD INORBIT MALL, OFF MALAD LINK ROAD, MALAD (WEST)","Jun 26, 2024 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AASHVIK SECURITIES PRIVATE LIMITED
INZ000032733,Registered Stock Brokers (Equity Segment),ABANS BROKING SERVICES PVT LTD,COMPLIANCE@ABANS.CO.IN,02261790000,"13 A B C, Mittal Chambers Barrister Rajni Patel Marg, NARIMAN POINT","Dec 24, 2015 - Perpetual",NSE Clearing Limited,ABANS BROKING SERVICES PVT LTD
INB261349436,Registered Stock Brokers (Equity Segment),ABANS SECURITIES LIMITED,,,,"Jan 17, 2013 - Perpetual",METROPOLITAN STOCK EXCHANGE,ABANS SECURITIES LIMITED
INB011349439,Registered Stock Brokers (Equity Segment),ABANS SECURITIES LIMITED,,,,"Oct 01, 2009 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,ABANS SECURITIES LIMITED
INB231349433,Registered Stock Brokers (Equity Segment),ABANS SECURITIES LIMITED,,,,"Sep 17, 2009 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,ABANS SECURITIES LIMITED
INZ000194431,Registered Stock Brokers (Equity Segment),ABANS SECURITIES PRIVATE LIMITED,compliance@abans.co.in,02261790000,"13 A B C, 1ST FLOOR, MITTAL CHAMBERS, BARRISTER RAJNI PATEL MARG, NARIMAN POINT","Aug 22, 2014 - Perpetual",NSE Clearing Limited,ABANS SECURITIES PRIVATE LIMITED
INZ000310834,Registered Stock Brokers (Equity Segment),Abbott Wealth Management Limited,parthasarathi.addya@gmail.com,00003340041043,"3rd Floor, Room no. 320 7, Grant Lane","Jan 12, 2023 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,Abbott Wealth Management Limited
INB030492628,Registered Stock Brokers (Equity Segment),ABHA CHANGOIWALA,,,,"Jan 25, 1993 - Perpetual",CALCUTTA STOCK EXCHANGE,GOPIKISHAN CHAMPALAL
INB030043011,Registered Stock Brokers (Equity Segment),ABHIJIT UPADHYAYA,,,,"Nov 30, 1992 - Perpetual",CALCUTTA STOCK EXCHANGE,ABHIJIT UPADHAYAYA & CO.
INZ000294339,Registered Stock Brokers (Equity Segment),ABHIK FINANCE PRIVATE LIMITED,,,,"Aug 01, 2000 - Perpetual",METROPOLITAN STOCK EXCHANGE,ABHIK FINANCE PRIVATE LIMITED
INZ000202134,Registered Stock Brokers (Equity Segment),ABHINANDAN STOCK BROKING PRIVATE LIMITED,nirmal@abhinandangroup.com,9103365351037,"95,3RD FLOOR,SARAT BOSE ROAD","Mar 22, 2011 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),ABHINANDAN STOCK BROKING PRIVATE LIMITED
:,Registered Stock Brokers (Equity Derivative Segment),,,,,,:,
INZ000333130,Registered Stock Brokers (Equity Derivative Segment),1FC SECURITIES PRIVATE LIMITED,s_panakkada@hotmail.com,0919029075122,"1201, East Point, B-wing,  12th Floor, 90 feet road, Mumbai","Apr 09, 2026 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,1FC SECURITIES PRIVATE LIMITED
INZ000284836,Registered Stock Brokers (Equity Derivative Segment),360 ONE CAPITAL MARKET PRIVATE LIMITED,compliance@bksec.com,03322437902,"ROOM NO.3/4, 7-LYONS RANGE,","Mar 27, 2026 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),360 ONE CAPITAL MARKET PRIVATE LIMITED
INZ000246535,Registered Stock Brokers (Equity Derivative Segment),4A SECURITIES LIMITED,amitkumae.4agroup@gmail.com,9101149002226,"109,DLF TOWER-A JASOLA VIHAR","Apr 10, 2012 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,4A SECURITIES LIMITED
INZ000010231,Registered Stock Brokers (Equity Derivative Segment),5PAISA CAPITAL LIMITED,teamcompliance@5Paisa.com,0917738225531,"IIFL HOUSE, SUN INFOTECH PARK, ROAD NO. 16V, B-23, MIDC, THANE INDUSTRIAL AREA, WAGLE ESTATE,","Sep 30, 2015 - Perpetual",NSE Clearing Limited,5PAISA CAPITAL LIMITED
INZ000308458,Registered Stock Brokers (Equity Derivative Segment),9 CAPITAL CONSULTANTS LLP,9CAPITALCON@GMAIL.COM,919820483601,"602, GANESH DARSHAN, L.T. ROAD, BORIVALI WEST,","Sep 20, 2022 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,9 CAPITAL CONSULTANTS LLP
INZ000216930,Registered Stock Brokers (Equity Derivative Segment),A C AGARWAL SHARE BROKERS PRIVATE LIMITED,aca.compliance@acagarwal.com,912652361059,"406 , Payal Co Op Soc. Sayajiganj","Jan 13, 2009 - Perpetual",NSE Clearing Limited,A C AGARWAL SHARE BROKERS PRIVATE LIMITED
INF230855437,Registered Stock Brokers (Equity Derivative Segment),A K I FINANCE AND SECURITIES (P) LTD,,,,"Apr 24, 2002 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A K I FINANCE AND SECURITIES (P) LTD
INZ000173014,Registered Stock Brokers (Equity Derivative Segment),A SWAMINATHAN,pla.swaminathan@gmail.com,04522633111,33 II FLOOR LANDMARK MUTHUS MEDICKAL AGENCIES PREMISES NORTH KRISHNAN KOVIL STREET,"Mar 28, 2018 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A SWAMINATHAN
INF011290633,Registered Stock Brokers (Equity Derivative Segment),A TO Z STOCK TRADE PRIVATE LIMITED,,,,"Aug 11, 2011 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A TO Z STOCK TRADE PRIVATE LIMITED
INZ000305026,Registered Stock Brokers (Equity Derivative Segment),A&G STOCK BROKING & CO,angstockbroking@gmail.com,9102178530376655,"PLOT NO.275,AMBIKA NAGAR, MIDC ROAD SOLAPUR","Mar 07, 2022 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A&G STOCK BROKING & CO
INZ000198136,Registered Stock Brokers (Equity Derivative Segment),A. C. CHOKSI SHARE BROKERS PVT. LTD.,COMPLIANCE@ACCHOKSI.COM,9102222044000,"ITTS HOUSE,2ND FLOOR, ROPE WALK STREET,KALAGHODA28,K.DUBASH MARG","Jan 13, 1998 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A. C. CHOKSI SHARE BROKERS PVT. LTD.
INZ000239939,Registered Stock Brokers (Equity Derivative Segment),A. K. EQUITIES PVT. LTD.,compliance@akequities.com,0917039780793,"4th Floor, Kalpataru Heritage 127, M. G. Road, Fort","Sep 15, 2003 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A. K. EQUITIES PVT. LTD.
INZ000240830,Registered Stock Brokers (Equity Derivative Segment),A. K. STOCKMART PRIVATE LIMITED,compliance.akspl@akgroup.co.in,9102267546500,"601-602, 6th Floor, Windsor, Off CST Road Kalina, Santacruz (East)","Jun 14, 2006 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A. K. STOCKMART PRIVATE LIMITED
INZ000292027,Registered Stock Brokers (Equity Derivative Segment),A. N. SECURITIES,abhishek1993jain@gmail.com,919910156233,"A-16,SURAJMAL VIHAR,","Jan 18, 2011 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A. N. SECURITIES
INF260639639,Registered Stock Brokers (Equity Derivative Segment),A.A.DOSHI SHARE & STOCK BROKERS LIMITED,,,,"Dec 10, 2012 - Perpetual",METROPOLITAN STOCK EXCHANGE,A.A.DOSHI SHARE & STOCK BROKERS LIMITED
INZ000212336,Registered Stock Brokers (Equity Derivative Segment),A.A.DOSHI SHARE & STOCK BROKERS LIMITED,info@aadoshi.in,9102222721086,"R-711, ROTUNDA BUILDING BOMBAY SAMACHAR MARG,  FORT","Oct 12, 1994 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A.A.DOSHI SHARE & STOCK BROKERS LIMITED
INZ000169733,Registered Stock Brokers (Equity Derivative Segment),A.G. SHARES & SECURITIES LTD.,compliance@agssl.in,007976568943,"SHOP NO 1, FIRST FLOOR 20/4,SHOP NO 1 MARUTI TOWER, SANJAY PLACE","Nov 22, 1995 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,A.G. SHARES & SECURITIES LTD.
INZ000194330,Registered Stock Brokers (Equity Derivative Segment),A.P.T. RESEARCH PRIVATE LIMITED,accounts@aptportfolio.com,0919990214232,"UNIT NO. 303A, 303B, 304A & 304B THRID FLOOR TOWER A, WTC, GIFT CITY,BLOCK NO. -51,  ROAD-5E, ZONE -5, GIFT CITY","Jun 18, 2010 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,A.P.T. RESEARCH PRIVATE LIMITED
INF231254435,Registered Stock Brokers (Equity Derivative Segment),AADINATH SECURITIES PVT. LTD.,,,,"Mar 16, 2006 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AADINATH SECURITIES PVT. LTD.
INZ000317632,Registered Stock Brokers (Equity Derivative Segment),AARITYA BROKING PRIVATE LIMITED,vaibhav@aaritya.com,000809833611421,"3rd floor, Brigade Metropolis Summit B Whitefield, Mahadevpura","Apr 30, 2024 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARITYA BROKING PRIVATE LIMITED
INZ000291038,Registered Stock Brokers (Equity Derivative Segment),AARNIK SECURITIES PVT. LTD.,aarniksec@yahoo.co.in,9102222088750,"509,DALAMAL CHAMBERS 29,NEW MARINE LINES","Jun 27, 2000 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AARNIK SECURITIES PVT. LTD.
INF011457539,Registered Stock Brokers (Equity Derivative Segment),AARUSH EQUITIES PRIVATE LIMITED,,,,"May 29, 2012 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,AARUSH EQUITIES PRIVATE LIMITED
INZ000318434,Registered Stock Brokers (Equity Derivative Segment),AASHVIK SECURITIES PRIVATE LIMITED,prashantbisht@aashvikcapital.com,0919769793599,"111, ADITYA HERITAGE, FIRST FLOOR, MINDSPACE, BEHD INORBIT MALL, OFF MALAD LINK ROAD, MALAD (WEST)","Jun 26, 2024 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,AASHVIK SECURITIES PRIVATE LIMITED
INZ000032733,Registered Stock Brokers (Equity Derivative Segment),ABANS BROKING SERVICES PVT LTD,COMPLIANCE@ABANS.CO.IN,02261790000,"13 A B C, Mittal Chambers Barrister Rajni Patel Marg, NARIMAN POINT","Dec 24, 2015 - Perpetual",NSE Clearing Limited,ABANS BROKING SERVICES PVT LTD
INF231349433,Registered Stock Brokers (Equity Derivative Segment),ABANS SECURITIES LIMITED,,,,"Sep 17, 2009 - Perpetual",NSE Clearing Limited,ABANS SECURITIES LIMITED
INF011349439,Registered Stock Brokers (Equity Derivative Segment),ABANS SECURITIES LIMITED,,,,"Oct 01, 2009 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,ABANS SECURITIES LIMITED
INF261349436,Registered Stock Brokers (Equity Derivative Segment),ABANS SECURITIES LIMITED,,,,"Jan 17, 2013 - Perpetual",METROPOLITAN CLEARING CORPORATION,ABANS SECURITIES LIMITED
INZ000194431,Registered Stock Brokers (Equity Derivative Segment),ABANS SECURITIES PRIVATE LIMITED,compliance@abans.co.in,02261790000,"13 A B C, 1ST FLOOR, MITTAL CHAMBERS, BARRISTER RAJNI PATEL MARG, NARIMAN POINT","Aug 22, 2014 - Perpetual",INDIAN CLEARING CORPORATION LIMITED(ICCL),ABANS SECURITIES PRIVATE LIMITED
INZ000310834,Registered Stock Brokers (Equity Derivative Segment),Abbott Wealth Management Limited,parthasarathi.addya@gmail.com,00003340041043,"3rd Floor, Room no. 320 7, Grant Lane","Jan 12, 2023 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,Abbott Wealth Management Limited
INZ000294339,Registered Stock Brokers (Equity Derivative Segment),ABHIK FINANCE PRIVATE LIMITED,,,,"Aug 01, 2000 - Perpetual",METROPOLITAN STOCK EXCHANGE,ABHIK FINANCE PRIVATE LIMITED
INZ000202134,Registered Stock Brokers (Equity Derivative Segment),ABHINANDAN STOCK BROKING PRIVATE LIMITED,nirmal@abhinandangroup.com,9103365351037,"95,3RD FLOOR,SARAT BOSE ROAD","Mar 22, 2011 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,ABHINANDAN STOCK BROKING PRIVATE LIMITED
INZ000285230,Registered Stock Brokers (Equity Derivative Segment),ABHIPRA CAPITAL LTD.,cs@abhipra.com,0919810779562,"GF-58-59,WORLD TRADE CENTRE,BARAKHAMBA LANE","Oct 19, 1995 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,ABHIPRA CAPITAL LTD.
INZ000211332,Registered Stock Brokers (Equity Derivative Segment),ABIRA SECURITIES LIMITED,info@abiragroup.in,9102268959022,"1501 Lodha Aria CHS CS No 6 207 CS No 6 207, TJ Road Sewri","Jul 06, 2023 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,ABIRA SECURITIES LIMITED
INZ000317833,Registered Stock Brokers (Equity Derivative Segment),ABSOLUTE BROKING PRIVATE LIMITED,karthik.ks@absolutebroking.com,00000000000,"SHRI DEVI PARK, GROUND FLOOR, NO. 1, HANUMANTH ROAD, THYGARAYA NAGAR,","Jun 12, 2024 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,ABSOLUTE BROKING PRIVATE LIMITED
INZ000305857,Registered Stock Brokers (Equity Derivative Segment),ACA Finserv LLP,acafinserv@gmail.com,9102652363434,"408, Payal Co op Society Sayajigunj","Mar 30, 2022 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,ACA Finserv LLP
INF031468730,Registered Stock Brokers (Equity Derivative Segment),ACCRETION SECURITIES PRIVATE LIMITED,,,,"Jan 28, 2013 - Perpetual",CALCUTTA STOCK EXCHANGE,ACCRETION SECURITIES PRIVATE LIMITED
INZ000319433,Registered Stock Brokers (Equity Derivative Segment),Acegrowth Brokers Private Limited,srarneja@yahoo.com,09101168229596,"House no. 842, 3rd Floor BlOCK-D, Saraswati Vihar, Pitampura,","Jul 31, 2024 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,Acegrowth Brokers Private Limited
INZ000104331,Registered Stock Brokers (Equity Derivative Segment),Acemoney Securities Private Limited,info@acemoneyindia.com,0918826664500,"907, 9th Floor, Kailash Building, 26, KG Marg,","Feb 01, 2022 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,Acemoney Securities Private Limited
INF011352839,Registered Stock Brokers (Equity Derivative Segment),ACHIEVERS SECURITIES PRIVATE LIMITED,,,,"Jun 24, 2011 - Perpetual",BOMBAY STOCK EXCHANGE LIMITED,ACHIEVERS SECURITIES PRIVATE LIMITED
INZ000015535,Registered Stock Brokers (Equity Derivative Segment),ACHINTYA COMMODITIES PVT LTD,arpit@achintya.co.in,9109307988850,"12th Floor, Unit No 1209, Dalal Street, Block No 53, Building No. 53E, Road-5E, Zone-5, Gift City,","Dec 24, 2015 - Perpetual",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,ACHINTYA COMMODITIES PVT LTD
